,0,1,2,3,4,5,6,8,9,10,12,13,14,15
MIR1302-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP11-34P13.7,0.00075831485,0.0008053086,0.0020294266,0.00076991296,0.0006868952,0.0009034954,0.0018395033,0.0011210763,0.0013098696,0.0021312872,0.0013014405,0.0011374876,0.0007946954,0.0012787724
RP11-34P13.8,3.834176e-05,9.663703e-05,0.0,2.92372e-05,1.4932505e-05,5.6468463e-05,0.0,0.0,0.00017085255,0.0,4.487726e-05,2.4727991e-05,1.2417116e-05,0.0
AL627309.1,0.002654102,0.0026091998,0.00152207,0.0021343157,0.0026131885,0.0026540176,0.007587951,0.0067264573,0.036505494,0.019749928,0.0031862855,0.0023244312,0.0018749845,0.0036231885
RP11-34P13.9,4.2601955e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP006222.2,0.018842846,0.0232251,0.019279553,0.025816448,0.022443555,0.02349088,0.062083237,0.09529148,0.037929267,0.06876954,0.03096531,0.02131553,0.033948395,0.028985508
RP4-669L17.10,0.0019000473,0.0017716789,0.00152207,0.001647029,0.0020905507,0.0017505223,0.002989193,0.005044843,0.0017085256,0.0017050299,0.0017950904,0.0014094956,0.0012665458,0.0021312872
RP5-857K21.1,2.1300979e-05,0.0,0.0,9.745734e-06,0.0,0.0,0.00022993791,0.0,0.00017085255,0.0,0.0,0.0,0.0,0.0
RP5-857K21.3,8.520391e-06,0.0,0.0,9.745734e-06,0.0,0.0,0.00045987582,0.0,0.0,0.0,0.0,2.4727991e-05,2.4834231e-05,0.0
RP5-857K21.4,8.946411e-05,6.442469e-05,0.0,6.8220135e-05,0.00014932505,0.00022587385,0.0,0.00056053814,0.00022780341,0.0,0.00013463179,7.4183976e-05,9.9336925e-05,0.00021312873
RP11-206L10.3,0.0053422856,0.0053150365,0.00456621,0.004161428,0.005704217,0.004799819,0.012416648,0.0061659194,0.02864628,0.026285877,0.005699412,0.0045004943,0.004408076,0.005541347
RP11-206L10.5,0.00012780588,3.2212345e-05,0.0,0.00010720307,0.00017919006,0.0,0.0,0.0,0.00017085255,0.00014208582,4.487726e-05,9.8911965e-05,4.9668462e-05,0.0
RP11-206L10.4,8.520391e-06,3.2212345e-05,0.0,0.0,4.4797514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RP11-206L10.2,0.007029323,0.008020873,0.00913242,0.0074067577,0.00757078,0.007962054,0.017245343,0.0067264573,0.022210833,0.01662404,0.008571557,0.0054154303,0.0071646757,0.00831202
